Family,Avg Percent Cover Across Species
Brassicaceae,0.6379310344827587
Asteraceae,2.9565217391304346
Poaceae,1.2658227848101267
Ranunculaceae,0.8103448275862069
Polygonaceae,0.5
Polemoniaceae,1.0625
Chenopodiaceae,4.2
Cupressaceae,17.0
Rosaceae,5.333333333333333
Geraniaceae,1.5
Boraginaceae,0.5
Fabaceae,0.6875
Malvaceae,0.75
Apiaceae,0.5
