Family,Avg Percent Cover Across Species
Oxalidaceae,1.375
Poaceae,10.547619047619047
Caryophyllaceae,0.5
Onagraceae,0.5
Portulacaceae,0.5
Fabaceae,0.5
Geraniaceae,8.142857142857142
Asteraceae,0.5
Brassicaceae,0.6666666666666666
Pteridaceae,0.5
Polygonaceae,2.625
Boraginaceae,2.25
Crassulaceae,0.6666666666666666
Rubiaceae,0.5
Saxifragaceae,0.5
Liliaceae,2.0
Pinaceae,0.5
